what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514302537358
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514302539792
opened,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1514302540267
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1514302540511
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1514302540576
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514302543599
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514302569674
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514302593828
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514302593864
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514302594374
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514302595611
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514302596572
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1514302596754
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1514302597023
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1514302597023
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.1.0.162,"com.altera.debug.cdi.gdb.plugin",1514302597023
stopped,bundle,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch",1514302598024
stopped,bundle,com.altera.sbtgui.ui,13.1.0.162,"com.altera.sbtgui.ui",1514302598024
stopped,bundle,com.altera.sbtgui.project,13.1.0.162,"com.altera.sbtgui.project",1514302598024
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1514302598024
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1514302598024
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1514302598024
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1514302598043
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1514302598044
stopped,bundle,com.altera.sbt4e.launch,13.1.0.162,"com.altera.sbt4e.launch",1514302598044
activated,perspective,com.altera.sbtgui.ui,,"com.altera.sbtgui.ui.cPerspective",1514303552656
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1514303552791
